Code;impact_code;Impacts ;Type of impact;type_s;Drivers;driver_s;Area_NS;Risk;Consequences;Exposure;Fishery;Mediterranean area;Area
1075;22;Market opportunities (non-native species);Communities and livelihoods;CL;Change in precipitation-runoff;PRE;South;6;3;2;Pelagic;Eastern;Eastern (South)
1076;23;Health issues;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;4;2;2;Pelagic;Eastern;Eastern (South)
1077;24;Food security;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;6;3;2;Pelagic;Eastern;Eastern (South)
1078;25;Recreational fisheries;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;9;3;3;Pelagic;Eastern;Eastern (South)
1079;26;National income;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;4;2;2;Pelagic;Eastern;Eastern (South)
1080;27;Tourism activities;Wider society and economy implications;WS;Change in precipitation-runoff;PRE;South;9;3;3;Pelagic;Eastern;Eastern (South)
1081;1;Catches composition;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1082;2;Species geographic distribution;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1083;3;Species bathymetric distribution;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1084;4;Trends in abundance/biomass;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1085;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1086;6;Species phenology;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1087;7;Trophic structure;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1088;8;Life history traits (growth, reproduction);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1089;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1090;10;Presence of non-native species;Fisheries resources;FR;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1091;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1092;12;Cost of post-harvesting (preservation);Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1093;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1094;14;Efficiency of gears;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1095;15;Fishing trips/days at sea;Fishing operations;FO;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1096;16;Landing value;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1097;17;Employment rate female;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1098;18;Employment rate male;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1099;19;Contribution of fish products to food security;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1100;20;Safety of (coastal) communities;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1101;21;Cultural and heritage;Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1102;22;Market opportunities (non-native species);Communities and livelihoods;CL;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1103;23;Health issues;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1104;24;Food security;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1105;25;Recreational fisheries;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1106;26;National income;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1107;27;Tourism activities;Wider society and economy implications;WS;Sea level rise;SL;North;1;1;1;Pelagic;Eastern;Eastern (North)
1108;1;Catches composition;Fisheries resources;FR;Sea level rise;SL;South;8;4;2;Pelagic;Eastern;Eastern (South)
1109;2;Species geographic distribution;Fisheries resources;FR;Sea level rise;SL;South;12;4;3;Pelagic;Eastern;Eastern (South)
1110;3;Species bathymetric distribution;Fisheries resources;FR;Sea level rise;SL;South;9;3;3;Pelagic;Eastern;Eastern (South)
1111;4;Trends in abundance/biomass;Fisheries resources;FR;Sea level rise;SL;South;9;3;3;Pelagic;Eastern;Eastern (South)
1112;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Sea level rise;SL;South;16;4;4;Pelagic;Eastern;Eastern (South)
1113;6;Species phenology;Fisheries resources;FR;Sea level rise;SL;South;6;2;3;Pelagic;Eastern;Eastern (South)
1114;7;Trophic structure;Fisheries resources;FR;Sea level rise;SL;South;12;4;3;Pelagic;Eastern;Eastern (South)
1115;8;Life history traits (growth, reproduction);Fisheries resources;FR;Sea level rise;SL;South;12;4;3;Pelagic;Eastern;Eastern (South)
1116;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Sea level rise;SL;South;6;3;2;Pelagic;Eastern;Eastern (South)
1117;10;Presence of non-native species;Fisheries resources;FR;Sea level rise;SL;South;6;3;2;Pelagic;Eastern;Eastern (South)
1118;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Sea level rise;SL;South;2;2;2;Pelagic;Eastern;Eastern (South)
1119;12;Cost of post-harvesting (preservation);Fishing operations;FO;Sea level rise;SL;South;2;2;2;Pelagic;Eastern;Eastern (South)
1120;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Sea level rise;SL;South;6;2;2;Pelagic;Eastern;Eastern (South)
1121;14;Efficiency of gears;Fishing operations;FO;Sea level rise;SL;South;6;3;2;Pelagic;Eastern;Eastern (South)
1122;15;Fishing trips/days at sea;Fishing operations;FO;Sea level rise;SL;South;6;3;2;Pelagic;Eastern;Eastern (South)
1123;16;Landing value;Communities and livelihoods;CL;Sea level rise;SL;South;8;2;4;Pelagic;Eastern;Eastern (South)
1124;17;Employment rate female;Communities and livelihoods;CL;Sea level rise;SL;South;4;2;2;Pelagic;Eastern;Eastern (South)
1125;18;Employment rate male;Communities and livelihoods;CL;Sea level rise;SL;South;6;3;2;Pelagic;Eastern;Eastern (South)
1126;19;Contribution of fish products to food security;Communities and livelihoods;CL;Sea level rise;SL;South;6;3;2;Pelagic;Eastern;Eastern (South)
1127;20;Safety of (coastal) communities;Communities and livelihoods;CL;Sea level rise;SL;South;16;4;4;Pelagic;Eastern;Eastern (South)
1128;21;Cultural and heritage;Communities and livelihoods;CL;Sea level rise;SL;South;6;3;2;Pelagic;Eastern;Eastern (South)
1129;22;Market opportunities (non-native species);Communities and livelihoods;CL;Sea level rise;SL;South;8;4;2;Pelagic;Eastern;Eastern (South)
1130;23;Health issues;Wider society and economy implications;WS;Sea level rise;SL;South;2;2;2;Pelagic;Eastern;Eastern (South)
1131;24;Food security;Wider society and economy implications;WS;Sea level rise;SL;South;6;3;2;Pelagic;Eastern;Eastern (South)
1132;25;Recreational fisheries;Wider society and economy implications;WS;Sea level rise;SL;South;9;3;3;Pelagic;Eastern;Eastern (South)
1133;26;National income;Wider society and economy implications;WS;Sea level rise;SL;South;9;3;3;Pelagic;Eastern;Eastern (South)
1134;27;Tourism activities;Wider society and economy implications;WS;Sea level rise;SL;South;12;3;4;Pelagic;Eastern;Eastern (South)
1135;1;Catches composition;Fisheries resources;FR;Vertical mixing/stratification;STR;North;16;4;4;Pelagic;Eastern;Eastern (North)
1136;2;Species geographic distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;North;6;2;3;Pelagic;Eastern;Eastern (North)
1137;3;Species bathymetric distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;North;6;2;3;Pelagic;Eastern;Eastern (North)
1138;4;Trends in abundance/biomass;Fisheries resources;FR;Vertical mixing/stratification;STR;North;9;3;3;Pelagic;Eastern;Eastern (North)
1139;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Vertical mixing/stratification;STR;North;12;4;3;Pelagic;Eastern;Eastern (North)
1140;6;Species phenology;Fisheries resources;FR;Vertical mixing/stratification;STR;North;4;2;2;Pelagic;Eastern;Eastern (North)
1141;7;Trophic structure;Fisheries resources;FR;Vertical mixing/stratification;STR;North;12;3;4;Pelagic;Eastern;Eastern (North)
1142;8;Life history traits (growth, reproduction);Fisheries resources;FR;Vertical mixing/stratification;STR;North;9;3;3;Pelagic;Eastern;Eastern (North)
1143;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Vertical mixing/stratification;STR;North;4;2;2;Pelagic;Eastern;Eastern (North)
1144;10;Presence of non-native species;Fisheries resources;FR;Vertical mixing/stratification;STR;North;12;3;4;Pelagic;Eastern;Eastern (North)
1145;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1146;12;Cost of post-harvesting (preservation);Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1147;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1148;14;Efficiency of gears;Fishing operations;FO;Vertical mixing/stratification;STR;North;6;3;2;Pelagic;Eastern;Eastern (North)
1149;15;Fishing trips/days at sea;Fishing operations;FO;Vertical mixing/stratification;STR;North;6;3;2;Pelagic;Eastern;Eastern (North)
1150;16;Landing value;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;16;4;4;Pelagic;Eastern;Eastern (North)
1151;17;Employment rate female;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;4;2;2;Pelagic;Eastern;Eastern (North)
1152;18;Employment rate male;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;9;3;3;Pelagic;Eastern;Eastern (North)
1153;19;Contribution of fish products to food security;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;6;3;2;Pelagic;Eastern;Eastern (North)
1154;20;Safety of (coastal) communities;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1155;21;Cultural and heritage;Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;9;3;3;Pelagic;Eastern;Eastern (North)
1156;22;Market opportunities (non-native species);Communities and livelihoods;CL;Vertical mixing/stratification;STR;North;6;2;3;Pelagic;Eastern;Eastern (North)
1157;23;Health issues;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1158;24;Food security;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1159;25;Recreational fisheries;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1160;26;National income;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1161;27;Tourism activities;Wider society and economy implications;WS;Vertical mixing/stratification;STR;North;1;1;1;Pelagic;Eastern;Eastern (North)
1162;1;Catches composition;Fisheries resources;FR;Vertical mixing/stratification;STR;South;12;4;3;Pelagic;Eastern;Eastern (South)
1163;2;Species geographic distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Eastern;Eastern (South)
1164;3;Species bathymetric distribution;Fisheries resources;FR;Vertical mixing/stratification;STR;South;12;4;3;Pelagic;Eastern;Eastern (South)
1165;4;Trends in abundance/biomass;Fisheries resources;FR;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Eastern;Eastern (South)
1166;5;Abundance variability/changes year-class strength (including larval survival);Fisheries resources;FR;Vertical mixing/stratification;STR;South;16;4;4;Pelagic;Eastern;Eastern (South)
1167;6;Species phenology;Fisheries resources;FR;Vertical mixing/stratification;STR;South;6;2;3;Pelagic;Eastern;Eastern (South)
1168;7;Trophic structure;Fisheries resources;FR;Vertical mixing/stratification;STR;South;12;3;4;Pelagic;Eastern;Eastern (South)
1169;8;Life history traits (growth, reproduction);Fisheries resources;FR;Vertical mixing/stratification;STR;South;12;4;3;Pelagic;Eastern;Eastern (South)
1170;9;Migration patterns of targets species (timing and routes);Fisheries resources;FR;Vertical mixing/stratification;STR;South;6;3;2;Pelagic;Eastern;Eastern (South)
1171;10;Presence of non-native species;Fisheries resources;FR;Vertical mixing/stratification;STR;South;4;3;3;Pelagic;Eastern;Eastern (South)
1172;11;Fishers working conditions/number of accidents at sea;Fishing operations;FO;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Eastern;Eastern (South)
1173;12;Cost of post-harvesting (preservation);Fishing operations;FO;Vertical mixing/stratification;STR;South;2;2;1;Pelagic;Eastern;Eastern (South)
1174;13;Integrity of fishing assets (gears, vessels);Fishing operations;FO;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Eastern;Eastern (South)
1175;14;Efficiency of gears;Fishing operations;FO;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Eastern;Eastern (South)
1176;15;Fishing trips/days at sea;Fishing operations;FO;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Eastern;Eastern (South)
1177;16;Landing value;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;16;4;4;Pelagic;Eastern;Eastern (South)
1178;17;Employment rate female;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Eastern;Eastern (South)
1179;18;Employment rate male;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;6;2;3;Pelagic;Eastern;Eastern (South)
1180;19;Contribution of fish products to food security;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;9;3;3;Pelagic;Eastern;Eastern (South)
1181;20;Safety of (coastal) communities;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;1;1;1;Pelagic;Eastern;Eastern (South)
1182;21;Cultural and heritage;Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;6;2;3;Pelagic;Eastern;Eastern (South)
1183;22;Market opportunities (non-native species);Communities and livelihoods;CL;Vertical mixing/stratification;STR;South;2;3;3;Pelagic;Eastern;Eastern (South)
1184;23;Health issues;Wider society and economy implications;WS;Vertical mixing/stratification;STR;South;2;1;2;Pelagic;Eastern;Eastern (South)
1185;24;Food security;Wider society and economy implications;WS;Vertical mixing/stratification;STR;South;6;2;3;Pelagic;Eastern;Eastern (South)
1186;25;Recreational fisheries;Wider society and economy implications;WS;Vertical mixing/stratification;STR;South;4;2;2;Pelagic;Eastern;Eastern (South)
1187;26;National income;Wider society and economy implications;WS;Vertical mixing/stratification;STR;South;3;1;3;Pelagic;Eastern;Eastern (South)
